"","X","FY","Division","Code","Month","MonthNumber","MonthSortKey","FND_CAT","Pillar","Numerator_Hours","Denominator_Hours","Rate"
"2",2,2018,200,"200","Aug","11--Aug",11,"MISSION","OVERHEAD",7,0,0
"2709",2709,2019,260,"263","Jun","09--Jun",9,"REIMB","",20,78,0.256410256
"3960",3960,2020,240,"243","Mar","06--Mar",6,"REIMB","REIMB",16,24,0.666666667
"4821",4821,2020,280,"287","Feb","05--Feb",5,"MISSION","TSRA",0,192,0
"2525",2525,2019,250,"255","Oct","01--Oct",1,"MISSION","UNIQ",0,47,0
"300",300,2018,220,"223","May","08--May",8,"MISSION","CMO",5,411,0.01216545
"2845",2845,2019,280,"281","Jul","10--Jul",10,"MISSION","OVERHEAD",5.5,353,0.015580737
"1910",1910,2019,220,"220","Jul","10--Jul",10,"MISSION","OVERHEAD",22.5,168,0.133928571
"1552",1552,2018,290,"292","Sep","12--Sep",12,"REIMB","REIMB",24,267,0.08988764
"167",167,2018,210,"212","Sep","12--Sep",12,"MISSION","FTS",0,0,0
"1349",1349,2018,280,"286","Jan","04--Jan",4,"MISSION","TSRA",71.5,320,0.2234375
"1154",1154,2018,280,"282","Oct","01--Oct",1,"MISSION","OVERHEAD",8,135,0.059259259
"5056",5056,2020,290,"295","Dec","03--Dec",3,"MISSION","TSRA",2,158,0.012658228
"2074",2074,2019,240,"241","Apr","07--Apr",7,"MISSION","OVERHEAD",141.5,992.5,0.14256927
"1555",1555,2018,290,"293","Apr","07--Apr",7,"MISSION","TSRA",0,395.5,0
"4996",4996,2020,290,"293","Oct","01--Oct",1,"REIMB","REIMB",144,172,0.837209302
"4802",4802,2020,280,"286","Oct","01--Oct",1,"REIMB","REIMB",168.5,352,0.478693182
"1537",1537,2018,290,"292","May","08--May",8,"MISSION","FTS",127,697,0.182209469
"143",143,2018,210,"212","Dec","03--Dec",3,"MISSION","FTS",0,867,0
"1834",1834,2019,210,"211","Feb","05--Feb",5,"REIMB","",0,24,0
"3502",3502,2019,290,"296","Jun","09--Jun",9,"MISSION","TSRA",0,294.5,0
"165",165,2018,210,"212","Oct","01--Oct",1,"REIMB","REIMB",0,155,0
"2017",2017,2019,220,"223","May","08--May",8,"MISSION","OVERHEAD",1.5,358,0.004189944
"260",260,2018,220,"222","Mar","06--Mar",6,"MISSION","OVERHEAD",32,291,0.109965636
"1509",1509,2018,290,"292","Dec","03--Dec",3,"MISSION","TSRA",16,258,0.062015504
"607",607,2018,250,"252","Aug","11--Aug",11,"MISSION","FTS",100,1387,0.072098053
"72",72,2018,200,"205C","Dec","03--Dec",3,"MISSION","OVERHEAD",0,128,0
"596",596,2018,250,"251","Sep","12--Sep",12,"MISSION","CMO",1,144,0.006944444
"5044",5044,2020,290,"295","Apr","07--Apr",7,"MISSION","CMO",8,32,0.25
"2948",2948,2019,280,"283","Jan","04--Jan",4,"MISSION","FTS",15,607,0.024711697
"3287",3287,2019,290,"292","Aug","11--Aug",11,"MISSION","TSRA",0,193.5,0
"4616",4616,2020,280,"282","Sep","12--Sep",12,"MISSION","FTS",85,1919.5,0.044282365
"857",857,2018,260,"261","May","08--May",8,"MISSION","",15,0,0
"2356",2356,2019,250,"252","Oct","01--Oct",1,"MISSION","CMO",0,86,0
"1582",1582,2018,290,"293","May","08--May",8,"MISSION","TSRA",0,101.5,0
"4668",4668,2020,280,"284","Aug","11--Aug",11,"MISSION","CMO",0,99,0
"3924",3924,2020,240,"242","Oct","01--Oct",1,"MISSION","TSRA",41,1357,0.030213707
"501",501,2018,240,"243","Jun","09--Jun",9,"MISSION","CMO",0,22,0
"3118",3118,2019,280,"286","Feb","05--Feb",5,"MISSION","TSRA",216.5,154,1.405844156
"4171",4171,2020,250,"254","Apr","07--Apr",7,"MISSION","TSRA",0,406,0
"4449",4449,2020,260,"263","Oct","01--Oct",1,"MISSION","OVERHEAD",38,239.5,0.158663883
"340",340,2018,220,"224","Nov","02--Nov",2,"MISSION","CMO",49.2,1030.5,0.047743814
"720",720,2018,250,"254","Dec","03--Dec",3,"MISSION","TSRA",0,450,0
"4657",4657,2020,280,"283","Oct","01--Oct",1,"MISSION","OVERHEAD",24.5,154,0.159090909
"292",292,2018,220,"223","Jul","10--Jul",10,"MISSION","CMO",12,440,0.027272727
"3008",3008,2019,280,"284","Feb","05--Feb",5,"MISSION","UNIQ",130,188.5,0.689655172
"2676",2676,2019,260,"263","Apr","07--Apr",7,"MISSION","TSRA",195,345,0.565217391
"3107",3107,2019,280,"286","Aug","11--Aug",11,"MISSION","FTS",488.5,991,0.492936428
"2350",2350,2019,250,"252","May","08--May",8,"MISSION","UNIQ",0,88,0
"4976",4976,2020,290,"293","Jan","04--Jan",4,"REIMB","REIMB",22,98,0.224489796
"4460",4460,2020,260,"264","Apr","07--Apr",7,"MISSION","TSRA",0,64,0
"2463",2463,2019,250,"254","Mar","06--Mar",6,"MISSION","TSRA",0,330,0
"3199",3199,2019,280,"287","Nov","02--Nov",2,"MISSION","OVERHEAD",0,140,0
"2471",2471,2019,250,"254","Oct","01--Oct",1,"MISSION","FTS",7,1100,0.006363636
"13",13,2018,200,"200A","Apr","07--Apr",7,"MISSION","CMO",2,0,0
"3974",3974,2020,240,"243","Sep","12--Sep",12,"MISSION","TSRA",0,110,0
"2615",2615,2019,260,"262","Apr","07--Apr",7,"MISSION","UNIQ",0,81,0
"4940",4940,2020,290,"292","Mar","06--Mar",6,"MISSION","TSRA",0,168,0
"2174",2174,2019,240,"243","Aug","11--Aug",11,"MISSION","CMO",0,2,0
"5076",5076,2020,290,"295","Mar","06--Mar",6,"MISSION","CMO",0,24,0
"3228",3228,2019,290,"291","Apr","07--Apr",7,"REIMB","",0,15,0
"3349",3349,2019,290,"293","Dec","03--Dec",3,"MISSION","UNIQ",0,87.5,0
"2144",2144,2019,240,"242","Jul","10--Jul",10,"MISSION","TSRA",100,1437,0.069589422
"2754",2754,2019,260,"264","Dec","03--Dec",3,"REIMB","",72.5,184,0.394021739
"1197",1197,2018,280,"283","Mar","06--Mar",6,"REIMB","REIMB",0,5,0
"1146",1146,2018,280,"282","May","08--May",8,"MISSION","FTS",62,1473.5,0.042076688
"3739",3739,2020,220,"222","Jun","09--Jun",9,"MISSION","OVERHEAD",15.5,479,0.032359081
"2827",2827,2019,280,"281","Apr","07--Apr",7,"MISSION","UNIQ",0,133,0
"2429",2429,2019,250,"253","Sep","12--Sep",12,"MISSION","UNIQ",32.5,324,0.100308642
"1965",1965,2019,220,"222","Aug","11--Aug",11,"REIMB","",54.5,296,0.184121622
"433",433,2018,240,"241","Sep","12--Sep",12,"REIMB","REIMB",1,80,0.0125
"2724",2724,2019,260,"263","Nov","02--Nov",2,"MISSION","UNIQ",0,88,0
"3223",3223,2019,290,"291","Apr","07--Apr",7,"MISSION","CMO",0,97,0
"4038",4038,2020,250,"251","Oct","01--Oct",1,"MISSION","CMO",104,293,0.354948805
"2286",2286,2019,250,"251","May","08--May",8,"MISSION","FTS",6,730.5,0.008213552
"148",148,2018,210,"212","Jan","04--Jan",4,"MISSION","OVERHEAD",0,15.5,0
"3564",3564,2020,200,"205C","Apr","07--Apr",7,"MISSION","OVERHEAD",0,176,0
"1660",1660,2018,290,"295","Jan","04--Jan",4,"REIMB","REIMB",73,154,0.474025974
"1861",1861,2019,210,"211","Oct","01--Oct",1,"MISSION","TSRA",62,1388,0.044668588
"835",835,2018,260,"261","Feb","05--Feb",5,"MISSION","CMO",0,152,0
"4544",4544,2020,280,"281","Feb","05--Feb",5,"MISSION","FTS",535,1600.5,0.33427054
"4673",4673,2020,280,"284","Dec","03--Dec",3,"MISSION","FTS",0,529,0
"153",153,2018,210,"212","Jul","10--Jul",10,"REIMB","REIMB",0,96,0
"4039",4039,2020,250,"251","Oct","01--Oct",1,"MISSION","FTS",53.5,857.5,0.062390671
"2762",2762,2019,260,"264","Jan","04--Jan",4,"MISSION","CMO",321.5,909,0.353685369
"2509",2509,2019,250,"255","Mar","06--Mar",6,"MISSION","OVERHEAD",15,168,0.089285714
"3526",3526,2020,200,"200A","May","08--May",8,"MISSION","OVERHEAD",5.1,160,0.031875
"3627",3627,2020,210,"211","Oct","01--Oct",1,"MISSION","TSRA",5,1570.5,0.003183699
"3932",3932,2020,240,"243","Aug","11--Aug",11,"MISSION","FTS",0,253,0
"1370",1370,2018,280,"286","Nov","02--Nov",2,"MISSION","TSRA",0,375,0
"4954",4954,2020,290,"292","Sep","12--Sep",12,"MISSION","CMO",0,0,0
"2064",2064,2019,240,"240","Jan","04--Jan",4,"MISSION","OVERHEAD",33,168,0.196428571
"2719",2719,2019,260,"263","May","08--May",8,"REIMB","",61,187,0.326203209
"156",156,2018,210,"212","Jun","09--Jun",9,"REIMB","REIMB",30,88,0.340909091
"2401",2401,2019,250,"253","Jun","09--Jun",9,"MISSION","OVERHEAD",17,988.5,0.017197774
"3365",3365,2019,290,"293","Jun","09--Jun",9,"MISSION","UNIQ",0,116,0
"4554",4554,2020,280,"281","Jul","10--Jul",10,"REIMB","REIMB",0,1,0
"5134",5134,2020,290,"296","Oct","01--Oct",1,"MISSION","OVERHEAD",19.5,388,0.050257732
"836",836,2018,260,"261","Feb","05--Feb",5,"MISSION","FTS",442,1912.5,0.231111111
"3827",3827,2020,240,"241","Apr","07--Apr",7,"MISSION","TSRA",0,3,0
"947",947,2018,260,"263","Dec","03--Dec",3,"MISSION","FTS",95,625.5,0.151878497
"2001",2001,2019,220,"223","Apr","07--Apr",7,"MISSION","OVERHEAD",8,370,0.021621622
"1971",1971,2019,220,"222","Feb","05--Feb",5,"REIMB","",49.5,304,0.162828947
"3955",3955,2020,240,"243","Jun","09--Jun",9,"REIMB","",0,20,0
"934",934,2018,260,"262","Sep","12--Sep",12,"MISSION","OVERHEAD",0,212,0
"305",305,2018,220,"223","Oct","01--Oct",1,"MISSION","CMO",0,494.5,0
"5086",5086,2020,290,"295","Nov","02--Nov",2,"MISSION","FTS",38,497,0.076458753
"2674",2674,2019,260,"263","Apr","07--Apr",7,"MISSION","FTS",238.5,811,0.294081381
"3094",3094,2019,280,"285","Oct","01--Oct",1,"MISSION","FTS",224.3,843,0.266073547
"1071",1071,2018,280,"281","Aug","11--Aug",11,"MISSION","OVERHEAD",15.5,188,0.082446809
"4289",4289,2020,260,"261","Dec","03--Dec",3,"MISSION","TSRA",0,144,0
"1204",1204,2018,280,"283","Nov","02--Nov",2,"MISSION","OVERHEAD",20.8,148,0.140540541
"2166",2166,2019,240,"242","Sep","12--Sep",12,"MISSION","OVERHEAD",0,246,0
"4215",4215,2020,250,"254","Sep","12--Sep",12,"MISSION","FTS",27,713,0.037868163
"792",792,2018,250,"255","May","08--May",8,"MISSION","",10,32,0.3125
"1703",1703,2018,290,"296","Dec","03--Dec",3,"MISSION","OVERHEAD",0,142,0
"3919",3919,2020,240,"242","Nov","02--Nov",2,"MISSION","FTS",0,24,0
"3976",3976,2020,250,"250","Aug","11--Aug",11,"MISSION","OVERHEAD",28,140,0.2
"1472",1472,2018,290,"291","Jun","09--Jun",9,"MISSION","CMO",3,102,0.029411765
"1089",1089,2018,280,"281","Jun","09--Jun",9,"MISSION","CMO",0,92,0
"3909",3909,2020,240,"242","Jun","09--Jun",9,"REIMB","REIMB",0,192,0
"4192",4192,2020,250,"254","Jun","09--Jun",9,"MISSION","FTS",100,896,0.111607143
"4126",4126,2020,250,"253","Feb","05--Feb",5,"MISSION","TSRA",16,788,0.020304569
"41",41,2018,200,"200A1","Nov","02--Nov",2,"MISSION","OVERHEAD",0,106,0
"4120",4120,2020,250,"253","Dec","03--Dec",3,"MISSION","OVERHEAD",54.5,459,0.118736383
"2448",2448,2019,250,"254","Jan","04--Jan",4,"MISSION","OVERHEAD",12,230,0.052173913
"3620",3620,2020,210,"211","May","08--May",8,"MISSION","TSRA",24,1684,0.014251781
"1930",1930,2019,220,"221","Jan","04--Jan",4,"MISSION","CMO",370,2450.5,0.150989594
"2980",2980,2019,280,"283","Oct","01--Oct",1,"MISSION","OVERHEAD",0,375.9,0
"3539",3539,2020,200,"200A1","Oct","01--Oct",1,"MISSION","OVERHEAD",0,164,0
"3705",3705,2020,220,"221","Nov","02--Nov",2,"MISSION","",7,84,0.083333333
"4278",4278,2020,260,"261","Apr","07--Apr",7,"MISSION","OVERHEAD",16,260,0.061538462
"3266",3266,2019,290,"291","Nov","02--Nov",2,"MISSION","OVERHEAD",11,247.5,0.044444444
"4651",4651,2020,280,"283","May","08--May",8,"MISSION","TSRA",0,59,0
"2325",2325,2019,250,"252","Jan","04--Jan",4,"MISSION","",0,0,0
"2733",2733,2019,260,"263","Sep","12--Sep",12,"MISSION","FTS",107,631,0.169572108
"4092",4092,2020,250,"252","May","08--May",8,"MISSION","OVERHEAD",0,723,0
"216",216,2018,220,"221","Jun","09--Jun",9,"MISSION","CMO",228.5,2144,0.106576493
"1827",1827,2019,210,"211","Dec","03--Dec",3,"MISSION","OVERHEAD",8,63,0.126984127
"2667",2667,2019,260,"262","Oct","01--Oct",1,"REIMB","",59,82,0.719512195
"1915",1915,2019,220,"220","Oct","01--Oct",1,"MISSION","OVERHEAD",71,133,0.533834586
"716",716,2018,250,"254","Aug","11--Aug",11,"MISSION","TSRA",0,395,0
"3814",3814,2020,240,"240","Dec","03--Dec",3,"MISSION","OVERHEAD",13,240,0.054166667
"4116",4116,2020,250,"253","Aug","11--Aug",11,"MISSION","TSRA",0,542,0
"4907",4907,2020,290,"292","Apr","07--Apr",7,"MISSION","OVERHEAD",3,744,0.004032258
"1181",1181,2018,280,"283","Jan","04--Jan",4,"MISSION","FTS",22.5,963,0.023364486
"937",937,2018,260,"263","Apr","07--Apr",7,"MISSION","FTS",187.6,848,0.221226415
"4073",4073,2020,250,"252","Jul","10--Jul",10,"MISSION","CMO",0,146,0
"4167",4167,2020,250,"253","Sep","12--Sep",12,"MISSION","UNIQ",182.5,270,0.675925926
"3046",3046,2019,280,"284","Sep","12--Sep",12,"MISSION","OVERHEAD",27,620,0.043548387
"653",653,2018,250,"252","Sep","12--Sep",12,"MISSION","FTS",63,988,0.063765182
"3354",3354,2019,290,"293","Jan","04--Jan",4,"MISSION","FTS",6,553,0.01084991
"2742",2742,2019,260,"264","Aug","11--Aug",11,"MISSION","",0,4,0
"494",494,2018,240,"243","Jan","04--Jan",4,"REIMB","REIMB",0,82,0
"3122",3122,2019,280,"286","Jan","04--Jan",4,"MISSION","OVERHEAD",0,190,0
"1278",1278,2018,280,"284","Sep","12--Sep",12,"REIMB","REIMB",0,5,0
"2560",2560,2019,260,"261","Feb","05--Feb",5,"MISSION","CMO",104,40,2.6
"1882",1882,2019,210,"212","Mar","06--Mar",6,"MISSION","OVERHEAD",42,1178,0.03565365
"4662",4662,2020,280,"283","Sep","12--Sep",12,"MISSION","TSRA",0,170.8,0
"2642",2642,2019,260,"262","Jul","10--Jul",10,"REIMB","",4.5,43,0.104651163
"3040",3040,2019,280,"284","Oct","01--Oct",1,"MISSION","FTS",72.5,360,0.201388889
"2342",2342,2019,250,"252","Mar","06--Mar",6,"MISSION","FTS",54.5,902,0.060421286
"2725",2725,2019,260,"263","Nov","02--Nov",2,"REIMB","",69.2,118,0.586440678
"1119",1119,2018,280,"282","Aug","11--Aug",11,"MISSION","FTS",75,1312,0.057164634
"4413",4413,2020,260,"263","Feb","05--Feb",5,"MISSION","TSRA",20.5,232,0.088362069
"4462",4462,2020,260,"264","Aug","11--Aug",11,"MISSION","CMO",183,672,0.272321429
"4930",4930,2020,290,"292","Jul","10--Jul",10,"MISSION","TSRA",0,104,0
"2408",2408,2019,250,"253","Mar","06--Mar",6,"MISSION","TSRA",0,508.5,0
"2424",2424,2019,250,"253","Oct","01--Oct",1,"MISSION","UNIQ",152,533,0.285178236
"2761",2761,2019,260,"264","Feb","05--Feb",5,"REIMB","",70,122,0.573770492
"3279",3279,2019,290,"292","Apr","07--Apr",7,"MISSION","FTS",3,397,0.007556675
"4279",4279,2020,260,"261","Apr","07--Apr",7,"MISSION","TSRA",0,80,0
"1063",1063,2018,280,"280","Jun","09--Jun",9,"MISSION","OVERHEAD",0,131.5,0
"4549",4549,2020,280,"281","Jan","04--Jan",4,"MISSION","OVERHEAD",6,332,0.018072289
"1437",1437,2018,290,"290","Jun","09--Jun",9,"MISSION","FTS",2,0,0
"5017",5017,2020,290,"294","Jan","04--Jan",4,"MISSION","TSRA",0,98,0
"3311",3311,2019,290,"292","Jun","09--Jun",9,"MISSION","TSRA",0,192,0
"2406",2406,2019,250,"253","Mar","06--Mar",6,"MISSION","FTS",4,128,0.03125
"4337",4337,2020,260,"262","Apr","07--Apr",7,"MISSION","OVERHEAD",0,619.5,0
"577",577,2018,250,"251","Mar","06--Mar",6,"MISSION","CMO",1,144,0.006944444
"2533",2533,2019,260,"260","Aug","11--Aug",11,"MISSION","OVERHEAD",0,160,0
"2632",2632,2019,260,"262","Feb","05--Feb",5,"REIMB","",0,5,0
"3009",3009,2019,280,"284","Jan","04--Jan",4,"MISSION","CMO",0,30,0
"932",932,2018,260,"262","Sep","12--Sep",12,"MISSION","",42,67,0.626865672
"2063",2063,2019,240,"240","Feb","05--Feb",5,"MISSION","OVERHEAD",3,150.5,0.019933555
"1901",1901,2019,210,"213","May","08--May",8,"MISSION","OVERHEAD",0,504,0
"3937",3937,2020,240,"243","Dec","03--Dec",3,"MISSION","OVERHEAD",0,207,0
"170",170,2018,210,"213","Apr","07--Apr",7,"MISSION","OVERHEAD",8,512,0.015625
"4491",4491,2020,260,"264","Jun","09--Jun",9,"MISSION","TSRA",16.5,64,0.2578125
"4589",4589,2020,280,"282","Feb","05--Feb",5,"MISSION","TSRA",25,495,0.050505051
"799",799,2018,250,"255","Nov","02--Nov",2,"MISSION","FTS",164.5,758,0.21701847
"5081",5081,2020,290,"295","May","08--May",8,"MISSION","FTS",0,193,0
"1486",1486,2018,290,"291","Nov","02--Nov",2,"MISSION","OVERHEAD",4,146,0.02739726
"427",427,2018,240,"241","Oct","01--Oct",1,"MISSION","TSRA",0,18,0
"4763",4763,2020,280,"286","Aug","11--Aug",11,"MISSION","OVERHEAD",0,204,0
"4210",4210,2020,250,"254","Oct","01--Oct",1,"MISSION","FTS",204,936,0.217948718
"4195",4195,2020,250,"254","Mar","06--Mar",6,"MISSION","CMO",0,40,0
"1112",1112,2018,280,"281","Sep","12--Sep",12,"MISSION","TSRA",0,150,0
"2369",2369,2019,250,"253","Apr","07--Apr",7,"MISSION","TSRA",0,90,0
"3573",3573,2020,200,"205C","Nov","02--Nov",2,"MISSION","OVERHEAD",0,88,0
"1275",1275,2018,280,"284","Sep","12--Sep",12,"MISSION","FTS",4,404.5,0.009888752
"416",416,2018,240,"241","May","08--May",8,"MISSION","TSRA",0,11,0
"1511",1511,2018,290,"292","Feb","05--Feb",5,"MISSION","FTS",165.5,996,0.166164659
"3016",3016,2019,280,"284","Jul","10--Jul",10,"MISSION","OVERHEAD",78,617.5,0.126315789
"3154",3154,2019,280,"286","Sep","12--Sep",12,"MISSION","OVERHEAD",0,180,0
"2939",2939,2019,280,"283","Dec","03--Dec",3,"MISSION","FTS",76.5,723,0.105809129
"2154",2154,2019,240,"242","May","08--May",8,"MISSION","CMO",0,19,0
"1423",1423,2018,280,"287","Oct","01--Oct",1,"MISSION","FTS",35,708,0.049435028
"2977",2977,2019,280,"283","Nov","02--Nov",2,"MISSION","UNIQ",0,80,0
"4803",4803,2020,280,"286","Sep","12--Sep",12,"MISSION","FTS",179,1151.5,0.155449414
"1695",1695,2018,290,"296","Apr","07--Apr",7,"MISSION","FTS",29,1124.5,0.02578924
"4573",4573,2020,280,"281","Sep","12--Sep",12,"MISSION","FTS",54,2245.5,0.024048096
"770",770,2018,250,"255","Feb","05--Feb",5,"MISSION","FTS",52,920,0.056521739
"1821",1821,2019,210,"211","Apr","07--Apr",7,"MISSION","UNIQ",248,209,1.186602871
"522",522,2018,240,"243","Oct","01--Oct",1,"MISSION","TSRA",0,203,0
"4035",4035,2020,250,"251","Nov","02--Nov",2,"MISSION","OVERHEAD",10,179,0.055865922
"638",638,2018,250,"252","May","08--May",8,"MISSION","CMO",0,68,0
"2486",2486,2019,250,"255","Dec","03--Dec",3,"MISSION","FTS",58,584,0.099315068
"4112",4112,2020,250,"253","Apr","07--Apr",7,"MISSION","UNIQ",77,267,0.288389513
"3756",3756,2020,220,"222","Sep","12--Sep",12,"REIMB","REIMB",45.5,324,0.140432099
"2015",2015,2019,220,"223","Mar","06--Mar",6,"MISSION","OVERHEAD",3.5,319,0.010971787
"2186",2186,2019,240,"243","Feb","05--Feb",5,"MISSION","CMO",0,6.5,0
"3102",3102,2019,280,"285","Sep","12--Sep",12,"REIMB","",24.5,80,0.30625
"4024",4024,2020,250,"251","Mar","06--Mar",6,"MISSION","FTS",9.5,1101,0.00862852
"3044",3044,2019,280,"284","Sep","12--Sep",12,"MISSION","",0,5,0
"1011",1011,2018,260,"264","Feb","05--Feb",5,"MISSION","FTS",466.5,788,0.592005076
"798",798,2018,250,"255","Nov","02--Nov",2,"MISSION","CMO",0,64,0
"772",772,2018,250,"255","Feb","05--Feb",5,"MISSION","TSRA",39,454,0.085903084
"1099",1099,2018,280,"281","May","08--May",8,"MISSION","OVERHEAD",0,280,0
"4066",4066,2020,250,"252","Feb","05--Feb",5,"REIMB","REIMB",26.5,40,0.6625
"230",230,2018,220,"221","Oct","01--Oct",1,"MISSION","CMO",211.5,2349,0.090038314
"4529",4529,2020,280,"280","May","08--May",8,"MISSION","OVERHEAD",0,155.5,0
"2565",2565,2019,260,"261","Feb","05--Feb",5,"REIMB","",4,16,0.25
"983",983,2018,260,"263","Nov","02--Nov",2,"MISSION","OVERHEAD",0,20,0
"54",54,2018,200,"205A","Nov","02--Nov",2,"MISSION","OVERHEAD",68.5,1340.5,0.051100336
"1203",1203,2018,280,"283","Nov","02--Nov",2,"MISSION","FTS",0,910,0
"992",992,2018,260,"263","Sep","12--Sep",12,"MISSION","FTS",29.5,485.5,0.060762101
"3438",3438,2019,290,"295","Dec","03--Dec",3,"MISSION","OVERHEAD",15,530,0.028301887
"3849",3849,2020,240,"241","Jul","10--Jul",10,"MISSION","CMO",0,51,0
"273",273,2018,220,"222","Oct","01--Oct",1,"REIMB","REIMB",0,44,0
"3213",3213,2019,290,"290","Feb","05--Feb",5,"MISSION","FTS",2,0,0
"4718",4718,2020,280,"285","Aug","11--Aug",11,"MISSION","FTS",15,1038,0.014450867
"974",974,2018,260,"263","Mar","06--Mar",6,"MISSION","TSRA",20,388.5,0.051480051
"4760",4760,2020,280,"286","Apr","07--Apr",7,"MISSION","TSRA",12,186,0.064516129
"270",270,2018,220,"222","Oct","01--Oct",1,"MISSION","FTS",0,0,0
"2626",2626,2019,260,"262","Dec","03--Dec",3,"MISSION","UNIQ",0,13,0
"2298",2298,2019,250,"251","Oct","01--Oct",1,"MISSION","TSRA",42,583.5,0.071979434
"5088",5088,2020,290,"295","Nov","02--Nov",2,"MISSION","TSRA",144,322,0.447204969
"2718",2718,2019,260,"263","May","08--May",8,"MISSION","TSRA",183,329,0.556231003
"1314",1314,2018,280,"285","May","08--May",8,"MISSION","FTS",174.5,1216.5,0.143444307
"3150",3150,2019,280,"286","Oct","01--Oct",1,"MISSION","TSRA",201,308,0.652597403
"1545",1545,2018,290,"292","Oct","01--Oct",1,"MISSION","FTS",50,967.5,0.051679587
"3615",3615,2020,210,"211","Mar","06--Mar",6,"MISSION","TSRA",23,1858,0.012378902
"2456",2456,2019,250,"254","Jul","10--Jul",10,"MISSION","UNIQ",0,24,0
"5102",5102,2020,290,"296","Aug","11--Aug",11,"MISSION","OVERHEAD",17,189.5,0.089709763
"2820",2820,2019,280,"280","May","08--May",8,"MISSION","OVERHEAD",0,168,0
"5002",5002,2020,290,"294","Apr","07--Apr",7,"MISSION","TSRA",28,236,0.118644068
"2361",2361,2019,250,"252","Sep","12--Sep",12,"MISSION","CMO",51,189,0.26984127
"1274",1274,2018,280,"284","Sep","12--Sep",12,"MISSION","",26,88,0.295454545
"1446",1446,2018,290,"291","Apr","07--Apr",7,"MISSION","OVERHEAD",0,250,0
"3392",3392,2019,290,"294","Aug","11--Aug",11,"MISSION","UNIQ",0,28,0
"2773",2773,2019,260,"264","Jul","10--Jul",10,"MISSION","UNIQ",0,8,0
"695",695,2018,250,"253","May","08--May",8,"MISSION","OVERHEAD",23,390.5,0.058898848
"1758",1758,2019,200,"200A1","Sep","12--Sep",12,"MISSION","OVERHEAD",0,88,0
"3174",3174,2019,280,"287","Feb","05--Feb",5,"MISSION","TSRA",10,145,0.068965517
"2413",2413,2019,250,"253","May","08--May",8,"MISSION","TSRA",0,426,0
"4508",4508,2020,260,"264","Nov","02--Nov",2,"MISSION","TSRA",0,160,0
"582",582,2018,250,"251","May","08--May",8,"MISSION","",13,0,0
"3051",3051,2019,280,"285","Apr","07--Apr",7,"MISSION","OVERHEAD",4.5,453,0.009933775
"4405",4405,2020,260,"263","Dec","03--Dec",3,"MISSION","CMO",44.5,196,0.227040816
"544",544,2018,250,"251","Apr","07--Apr",7,"MISSION","FTS",15,1171.5,0.012804097
"4827",4827,2020,280,"287","Jan","04--Jan",4,"REIMB","REIMB",0,3,0
"2945",2945,2019,280,"283","Feb","05--Feb",5,"MISSION","OVERHEAD",0,359.5,0
"2765",2765,2019,260,"264","Jan","04--Jan",4,"MISSION","TSRA",146.5,346,0.423410405
"1563",1563,2018,290,"293","Feb","05--Feb",5,"MISSION","",0,3,0
"2570",2570,2019,260,"261","Jan","04--Jan",4,"MISSION","UNIQ",0,8,0
"898",898,2018,260,"262","Jan","04--Jan",4,"MISSION","OVERHEAD",7,46,0.152173913
"4408",4408,2020,260,"263","Dec","03--Dec",3,"MISSION","TSRA",30.5,187,0.163101604
"889",889,2018,260,"262","Dec","03--Dec",3,"MISSION","TSRA",0,248.5,0
"4918",4918,2020,290,"292","Dec","03--Dec",3,"REIMB","REIMB",7,40,0.175
"2710",2710,2019,260,"263","Mar","06--Mar",6,"MISSION","CMO",89,164,0.542682927
"3418",3418,2019,290,"294","Nov","02--Nov",2,"MISSION","OVERHEAD",0,267,0
"1892",1892,2019,210,"212","Sep","12--Sep",12,"MISSION","OVERHEAD",26,800,0.0325
"2371",2371,2019,250,"253","Apr","07--Apr",7,"REIMB","",14,71,0.197183099
"4594",4594,2020,280,"282","Jul","10--Jul",10,"MISSION","FTS",0,2052,0
"3302",3302,2019,290,"292","Jan","04--Jan",4,"MISSION","UNIQ",0,108,0
"206",206,2018,220,"221","Dec","03--Dec",3,"REIMB","REIMB",28,162,0.172839506
"4875",4875,2020,290,"291","Feb","05--Feb",5,"MISSION","OVERHEAD",24,307.5,0.07804878
"4669",4669,2020,280,"284","Aug","11--Aug",11,"MISSION","FTS",16.5,517.5,0.031884058
"515",515,2018,240,"243","Nov","02--Nov",2,"MISSION","CMO",0,22,0
"2480",2480,2019,250,"255","Apr","07--Apr",7,"MISSION","FTS",75,849,0.088339223
"4693",4693,2020,280,"284","Jun","09--Jun",9,"MISSION","OVERHEAD",0,1326.8,0
"68",68,2018,200,"205B","Oct","01--Oct",1,"MISSION","OVERHEAD",15,168,0.089285714
"30",30,2018,200,"200A","Oct","01--Oct",1,"MISSION","OVERHEAD",2,140,0.014285714
"4013",4013,2020,250,"251","Jul","10--Jul",10,"MISSION","CMO",10,114,0.087719298
"4833",4833,2020,280,"287","Jun","09--Jun",9,"MISSION","OVERHEAD",0,626,0
"3236",3236,2019,290,"291","Feb","05--Feb",5,"MISSION","CMO",0,36,0
"1473",1473,2018,290,"291","Jun","09--Jun",9,"MISSION","FTS",140.5,843,0.166666667
"3501",3501,2019,290,"296","Jun","09--Jun",9,"MISSION","OVERHEAD",21,394.5,0.053231939
